uid,financial_application_rk,retro_date,logit_default,logit_grace03
297871,63019056,2015-04-16,-2.398353,-0.596857
790039,69775440,2015-09-20,-4.420587,-0.196527
938698,67890146,2015-08-25,-1.294891,-1.553928
1575360,73556481,2015-12-08,-2.855552,-0.032122
1634952,72778847,2015-11-19,-3.859084,-1.456965
691787,62615655,2015-04-05,-3.055442,1.122945
558174,62941734,2015-04-14,-2.256965,-0.422183
1907116,72939511,2015-11-23,-3.799685,0.181351
224813,64668259,2015-06-09,-0.468227,-0.79027
1121745,59887851,2015-01-11,-3.228993,-1.59571
211242,67847523,2015-08-24,-2.118972,-1.383776
562337,62999000,2015-04-16,-2.991646,-0.728545
2135198,71520838,2015-10-24,-2.243431,0.305311
1564157,75749328,2016-01-24,-3.130004,1.395953
664157,66689549,2015-12-05,,
672693,65378399,2015-06-29,-2.777689,-1.361835
2514079,73939513,2015-12-16,-1.937065,-0.508674
1277638,63544082,2015-05-03,,-0.473192
353936,67897435,2015-08-25,-1.718675,-1.007748
1758281,62281509,2015-03-25,-2.684703,-0.896825
1317609,68215745,2015-09-01,-2.824396,-0.406188
1548145,72799505,2015-11-19,-2.790832,-0.513891
2485612,65152488,2015-06-22,-1.911991,-0.434031
2010502,67442445,2015-08-15,-3.329948,-1.231817
2053595,62747227,2015-04-09,-1.527166,-0.520329
800639,68802907,2015-09-14,-3.132595,-0.004684
834544,59611983,2014-12-31,-1.917234,-0.783556
2287683,72541587,2015-11-14,,-0.559726
2256120,66696749,2015-07-28,,-1.367289
1023025,60181317,2015-01-18,-2.208167,-1.070326
574051,68142227,2015-08-31,-2.660817,-1.21064
1884344,75582308,2016-01-20,-3.94746,-1.239131
1128966,73333033,2015-12-02,-2.777284,-2.179723
2309265,77038240,2016-02-19,-1.410356,-0.448256
1297582,63067274,2015-04-18,-2.862419,-0.693433
887452,68897396,2015-09-15,-1.612706,-0.370656
997298,71439815,2015-10-22,-2.798476,-1.063598
2383878,68805261,2015-09-14,,-0.23616
1086812,63167134,2015-04-20,-2.054317,0.369713
2305215,73872216,2015-12-15,-1.451187,-1.596424
651058,71402908,2015-10-21,-1.651032,-1.972559
39386,59637292,2015-01-02,-3.721383,-0.052303
1138898,73665418,2015-12-10,-3.815578,-0.208051
1173622,75843682,2016-01-26,-4.731263,-0.204095
1106807,61438336,2015-02-24,-3.722761,1.559225
311333,63013067,2015-04-16,-3.335602,-0.710274
860006,62089016,2015-03-19,-2.932425,-0.966223
1125453,70740554,2015-10-07,-4.619259,-0.177915
2359624,63530207,2015-05-03,-2.041926,-1.70032
555844,75870943,2016-01-26,-1.809099,-0.308591
1828774,66051676,2015-07-14,-1.620176,-0.577009
779999,64989541,2015-06-17,-3.67145,0.146401
2211832,65829158,2015-07-10,-2.660609,0.351422
1116577,73854003,2015-12-14,-4.25268,-1.445783
861070,68280994,2015-09-03,-3.504646,0.027494
529974,71906909,2015-11-01,,-0.537746
1479407,67523990,2015-08-17,-1.461004,-0.687941
407486,63833881,2015-05-13,-1.671238,-1.906974
1121621,73173191,2015-11-28,-4.595119,1.288539
1934097,71082942,2015-10-14,-2.322364,-0.994877
1469065,60084653,2015-01-15,-1.783798,-1.283675
1737977,71526811,2015-10-24,,-0.07162
293860,65698366,2015-07-07,,-0.001034
1131572,62193860,2015-03-23,-1.516973,-0.32428
86882,63411637,2015-04-28,-1.90483,-1.204255
594466,68108535,2015-08-31,-3.840165,0.136848
1219627,70030875,2015-09-24,,-0.554096
767528,67646838,2015-08-20,,-0.229268
689472,65472246,2015-07-01,-1.23074,-1.500413
1684362,70371371,2015-09-29,-2.915932,-0.936566
2413694,71977379,2015-11-02,-2.475986,-0.184565
67224,65028356,2015-06-18,-1.608341,-2.05435
1382246,63313768,2015-04-25,-2.345621,-0.421157
791931,73570105,2015-12-08,-2.460589,-0.298826
578687,67369212,2015-08-13,,-0.147512
288746,71914036,2015-11-01,-3.44122,-1.219131
2223164,65766722,2015-07-09,-2.182842,-0.65247
974044,62153247,2015-03-22,-3.875594,1.810917
1603217,66732460,2015-07-29,-2.608128,-0.986116
823936,73277650,2015-12-01,-2.418707,-1.247567
199617,73662723,2015-12-10,,-0.527881
276419,60620466,2015-02-01,-3.130996,-0.112804
1163414,68116905,2015-08-31,-2.829497,-0.992408
951969,64217962,2015-05-25,-2.495669,-1.20129
389725,61674156,2015-03-04,,0.635831
67542,63034614,2015-04-17,-1.891306,-1.04105
2494292,75061716,2016-01-10,,-0.735074
853913,75633135,2016-01-21,-4.310945,-0.216015
493266,63993023,2015-05-18,-2.211342,-0.815706
2464763,72502277,2015-11-13,,-0.92218
2014519,70354393,2015-09-29,-1.992372,-0.736524
177076,67228910,2015-08-10,-3.154157,-0.976948
837911,75408160,2016-01-17,-2.569187,-1.493166
872836,63357187,2015-04-26,-1.430086,-1.891445
1065965,59675502,2015-01-03,-3.631841,0.016682
2209059,71037959,2015-10-13,-3.091478,-0.428633
612038,61108970,2015-02-12,-1.54481,-1.694652
71994,68074639,2015-08-30,-2.722207,-0.684382
1783496,73925283,2015-12-16,-4.370429,-0.151518
1519062,75183696,2016-01-12,-4.595119,1.363671
169529,65822992,2015-07-10,-1.350146,-0.761252
287150,71579835,2015-10-25,-2.943215,-0.212777
199006,77295067,2016-02-25,-2.605117,0.239763
865658,62052723,2015-03-18,-2.682873,-0.690232
2362983,74462672,2015-12-26,-2.775396,-0.998878
918974,78567862,2016-03-22,-3.153281,1.788252
1860436,70350511,2015-09-29,-2.593038,-1.706719
202102,66494595,2015-07-23,-3.099954,0.392099
2584714,68098384,2015-08-30,-1.215563,-1.032163
1742698,69799455,2015-09-21,-3.466313,-0.755643
2241816,66395527,2015-07-21,-1.832104,-1.436733
2439934,78964625,2016-03-30,,-1.133855
354682,63008162,2015-04-16,-2.521923,-1.785008
5703,73947494,2015-12-16,-1.620256,-0.702323
903560,68447043,2015-09-06,-2.983821,0.078965
2296419,76309016,2016-02-04,-3.275864,-0.330761
1815300,66650572,2015-07-27,-1.956632,-1.199403
610810,62239546,2015-03-24,-1.312854,-0.592284
374368,66040468,2015-07-14,-3.661223,0.882471
1047063,67322666,2015-08-12,-2.06335,-1.545121
95197,66786908,2015-07-29,-2.867422,-0.536325
1086701,72119642,2015-11-05,-1.632759,-0.269346
144980,65174519,2015-06-23,-3.655642,0.558377
1073408,60338734,2015-01-23,-3.49557,0.150431
336695,72521373,2015-11-13,-3.215468,-0.524425
633522,68193785,2015-09-01,-2.339831,-0.535161
793637,73332589,2015-12-02,-1.960197,0.028434
2506343,61922315,2015-03-13,,-1.74061
2094179,69135923,2015-09-19,-3.09792,-0.852398
917421,61442749,2015-02-24,-4.087046,-0.487559
1932861,72921303,2015-11-23,-1.552032,-0.681788
2108485,61994814,2015-03-16,-3.373382,0.78167
457776,59631278,2015-01-01,-3.026083,-1.124023
708293,72819914,2015-11-20,-3.232011,-0.562677
1462970,72188454,2015-11-07,-2.243023,-0.287239
535545,68962386,2015-09-16,-1.958066,-1.361451
334762,64818130,2015-06-12,,-0.424817
636486,63512293,2015-05-02,-2.652991,-0.8182
182705,63627902,2015-05-06,-1.960099,-1.607744
834336,59978331,2015-01-13,-2.646417,-0.945028
191154,66229994,2015-07-18,,-0.60243
348141,61918116,2015-03-13,-2.68942,-1.058299
1206985,63245054,2015-04-23,,0.553497
1134008,64521124,2015-06-04,-3.984538,0.288551
1315312,62158668,2015-03-22,-3.17358,-1.339621
1163753,72337073,2015-11-10,-3.428025,-1.873346
2584956,64046754,2015-05-20,-1.256552,-1.589538
2177667,63182435,2015-04-21,-1.954177,-0.371843
2564460,60234582,2015-01-20,-3.813689,0.385098
658081,71616452,2015-10-26,-1.483096,-0.287239
935686,70013285,2015-09-24,-3.511905,-0.106534
2170906,68602053,2015-09-10,,-1.348335
808972,73026516,2015-11-25,-4.595119,0.060091
765339,72641907,2015-11-16,-4.595119,-0.716086
795902,66137889,2015-07-16,-3.352459,0.554343
2014004,63963980,2015-05-17,,-1.389748
735058,66406277,2015-07-21,-1.916072,-1.49193
303518,61722027,2015-03-06,-2.066732,-0.42556
1936779,64999590,2015-06-17,,-1.501695
1401684,76399242,2016-02-06,-3.986272,0.100509
2035692,62678638,2015-04-07,-1.144578,-1.57635
570876,68586615,2015-09-09,,-0.121321
460444,62193950,2015-03-23,-1.537332,-1.893134
1119601,71093381,2015-10-14,-4.595119,-0.020845
2361183,60304198,2015-01-22,-3.387943,-1.030792
1692238,63183975,2015-04-21,-2.761774,-0.31657
1273582,61811629,2015-03-10,-3.516673,-1.234489
2609124,73620087,2015-12-09,-3.373753,0.435483
1416126,65312021,2015-06-27,-2.479732,-0.904257
493818,79147096,2016-04-03,,0.0061
1747477,69133023,2015-09-19,-2.585944,-1.594823
341756,73895351,2015-12-15,-2.825324,-0.574498
651259,71693115,2015-10-28,-3.164823,0.092593
1576411,69166111,2015-09-20,-1.948183,0.028248
1984167,63671912,2015-05-07,-4.610549,0.788957
2563375,64027026,2015-05-19,-3.58826,-0.537768
1700415,73023104,2015-06-07,,
1428591,64745192,2015-06-11,,-1.282811
742408,69178660,2015-09-20,-2.657144,-1.530697
930241,71245843,2015-10-18,-3.40413,-0.788016
957078,66967850,2015-08-03,-4.213638,0.303391
756689,74367673,2015-12-24,-2.482968,-1.56658
2256652,72001217,2015-11-03,-0.79956,-1.181739
2491234,63177681,2015-04-21,-2.600232,0.494916
2193500,68241707,2015-09-02,-2.428035,-1.352313
1215557,67026041,2015-08-04,-3.046176,-0.333025
1458452,73132800,2015-11-27,-1.893369,-0.941866
22683,74152658,2015-12-20,-2.788876,-0.555311
2055013,73183990,2015-11-29,-2.224462,-1.20482
299322,71452514,2015-10-22,-2.860353,-1.175335
351312,70035838,2015-09-24,-2.869359,-0.356095
2062679,71386690,2015-10-21,-2.896672,-1.033018
520945,66738318,2015-07-29,-2.816004,-0.52097
852720,62201688,2015-03-23,-2.569122,-0.645499
46382,76212786,2016-02-02,-2.942937,-0.888955
318088,72038373,2015-11-04,-2.792864,-0.287239
1633228,73450984,2015-12-05,-3.170474,-1.771321
467255,73026447,2015-11-25,-2.742249,0.298306
1995916,76354608,2016-02-05,-3.680718,-1.185413
2361680,73097402,2015-11-26,-1.216558,-1.639401
830449,60100914,2015-01-16,-1.397772,-1.33122
705490,74199808,2015-12-21,-2.82331,-0.793987
2073601,62530347,2015-04-02,-1.936128,-0.92722
1639509,71365359,2015-10-20,-3.598038,-0.421632
2334471,65824378,2015-07-10,-2.467801,-0.89246
315974,64809814,2015-09-10,,
1162425,67481305,2015-08-16,-3.507629,-1.297834
9468,61721632,2015-03-06,-1.122517,-0.722271
2159410,65701079,2015-07-07,-2.128539,-1.511059
729429,65116020,2015-06-21,,-0.654828
827069,73896437,2015-12-15,-4.339516,-0.738395
411176,63952343,2015-05-17,-1.152023,-1.038451
1302021,78482206,2016-03-21,-2.039941,-0.580921
468550,60160130,2015-01-18,-3.648101,-1.03724
823029,74321274,2015-12-23,-2.316034,0.269304
1025842,73130335,2015-11-27,-4.595119,0.789003
601772,71925973,2015-11-01,-1.840702,-1.491783
1173710,71941646,2015-11-02,-1.781086,-0.815342
1836655,70475775,2015-10-01,-4.674556,-0.700341
1322037,70976617,2016-03-24,,
183599,70461698,2015-10-01,-1.942582,0.181351
894129,73252100,2015-12-01,-0.92767,-0.770376
1149824,72024037,2015-11-03,-4.354955,0.177886
254648,63660864,2015-05-07,-1.923448,-1.137915
1672811,63231038,2015-04-22,-2.235664,-1.216805
2413631,62035299,2015-03-17,-1.621088,-1.829297
854909,72547469,2015-11-14,-3.939226,-1.153394
1229146,68233218,2015-09-02,-2.75811,-1.151663
2013730,73674871,2015-12-10,,0.067964
2590179,63769831,2015-05-11,-2.439405,-0.853139
2233954,71311536,2015-10-19,-1.42067,-0.670362
2123485,67975699,2015-08-27,-2.333067,-0.210003
1036931,77349644,2016-02-26,-2.335415,-0.5296
1360274,73280711,2015-12-01,-3.580286,0.175031
160431,62016359,2015-03-17,-2.284234,-0.795452
506676,66824785,2015-07-30,-1.978184,-0.991066
1168254,67522919,2015-08-17,-3.3081,-0.601153
135317,69805255,2015-09-21,-2.839079,-0.145791
50376,68976419,2015-09-16,-3.429507,-1.24865
196189,61945317,2015-03-14,-1.323309,-1.86525
385743,61856075,2015-03-11,-1.940738,-0.898789
1077391,72801562,2015-11-19,-3.976134,0.148957
875964,62567317,2015-04-03,-2.645177,-1.191006
1403228,66899704,2015-08-01,-3.874234,-0.407264
1029879,63581576,2015-05-04,-2.803053,1.654586
1384604,70646676,2015-10-05,-3.166377,-1.025249
788241,73611087,2015-12-09,-3.881391,-0.707661
883029,72391303,2015-11-11,-3.267004,-1.21708
845377,65486794,2015-07-01,-2.395102,0.388368
1335388,78762522,2016-03-26,-2.046288,-1.702031
140575,61129361,2015-02-13,-2.61836,-0.933302
1860398,65884796,2015-07-12,-2.766519,-0.709047
1534516,72629350,2015-11-16,-3.290806,-0.085091
1884034,61491404,2015-02-26,-3.457517,-0.027643
1846956,71343865,2015-10-20,-3.717256,-0.629274
580563,72694850,2015-11-17,,-0.408194
1229833,72796166,2015-11-19,,0.113313
1288525,63741965,2015-05-10,-2.180257,-1.659225
1382941,63869870,2015-05-14,-2.99607,-0.446386
1332070,72905083,2015-11-22,-4.169528,0.077616
567966,72283429,2015-11-09,,-0.984568
606922,64514622,2015-06-03,-2.109954,-1.610746
1427004,70628221,2015-10-05,-1.507711,-0.589671
48382,68512378,2015-09-08,-2.684763,-0.920855
855620,71620010,2015-10-26,-2.22409,-0.275885
177752,71070351,2015-10-14,-2.70832,-0.792733
599818,61878588,2015-03-12,-2.161484,-1.613362
1906922,72824367,2015-11-20,-3.234116,-0.453676
860493,66619575,2015-07-26,-2.304685,0.606595
1534571,73237398,2015-11-30,-1.892849,-0.594864
73531,70646296,2015-10-05,-4.145798,-0.380693
1086114,61171570,2015-02-15,-2.123433,-0.741146
1606344,72779834,2015-11-19,-2.586789,-1.18702
102554,72460453,2015-11-12,-2.50159,-1.315082
308032,62011338,2015-03-16,-2.5016,-1.138276
177287,61984003,2015-03-16,-2.999052,0.401318
1440939,72500463,2015-11-13,-1.755455,-1.388476
931645,61894613,2015-03-12,-4.146978,-0.883367
4717,62296177,2015-03-26,,-0.231027
1620985,64958345,2015-06-16,-1.732395,-1.355385
150929,70923887,2015-10-11,-1.291743,-0.754489
325000,71316342,2015-10-19,-3.655884,-0.362825
1592818,75603429,2016-01-21,-3.370699,-1.846666
1978529,73828853,2015-12-14,-2.837723,-1.569507
2374599,67209771,2015-08-09,-1.948636,0.074472
2194494,62051040,2015-03-18,-2.18651,-1.520461
2410046,65680072,2015-07-07,-1.082145,-1.553271
1507509,71187856,2015-10-16,-2.611332,-0.768225
69082,66664593,2015-07-27,-3.280054,-0.796852
504713,67367472,2015-08-13,-1.037944,-1.956072
786188,73964909,2015-12-16,-3.716363,-1.13895
1059549,65959721,2015-07-13,-1.552725,-1.318251
120978,72964249,2015-11-24,-1.662215,-1.464644
2182683,63697552,2015-05-08,-2.170779,-1.791133
1918333,68462604,2015-09-07,-3.735909,0.008352
1252648,71937069,2015-11-01,-1.809527,-0.861322
820261,73869873,2015-12-15,-2.873542,-0.287239
433289,69939917,2015-09-23,,-0.185708
1521474,64911231,2015-06-15,-2.552572,-0.978928
1263873,62194247,2015-03-23,,-1.470841
1445188,66360945,2015-07-20,-2.155308,-0.184679
2042004,65046125,2015-06-18,-1.854758,0.003927
833560,73900346,2015-12-15,-2.969965,-0.802774
1714218,71126480,2015-10-15,-4.394603,-0.535314
609716,73995741,2015-12-17,,-1.599486
1924578,62265997,2015-03-25,,-0.490097
1156363,71138923,2015-10-15,-3.119819,0.60819
719741,71161250,2015-10-15,-1.746538,-0.454613
953538,64751903,2015-06-11,-2.4305,-0.898129
738427,60818823,2015-02-07,-1.425012,0.391036
1318728,62223119,2015-03-24,-1.550885,-0.596675
1606244,72557950,2015-11-14,-1.474864,-0.770376
1837269,65740761,2015-07-08,-2.896854,0.249261
1383292,70312938,2015-09-28,-2.257346,-1.135759
212931,72605689,2015-11-15,-1.774799,-0.370656
1342340,73188134,2015-11-29,-2.563989,-0.188352
138241,61840383,2015-03-11,-2.290147,-1.618695
751167,71895559,2015-10-31,,0.186494
96477,59920033,2015-01-11,-3.20546,-1.580431
534619,74412095,2015-12-25,,-1.8688
1971925,63532590,2015-05-03,,0.199382
163880,61911884,2015-03-13,-1.885535,-1.479563
1651511,71456522,2015-10-22,-3.514865,-0.307894
1119967,71451867,2015-10-22,-5.003659,-0.423837
1657649,63772576,2015-05-11,-2.068426,-0.183133
1251226,71040696,2015-10-13,-3.105444,-1.086151
2456159,61414159,2015-02-23,-2.408868,-1.403993
338694,63156364,2015-04-20,-2.22869,-0.438086
1257119,74009719,2015-12-17,-2.71791,-0.032115
1129890,68620547,2015-09-10,-3.075552,-0.570234
639476,64024252,2015-05-19,-1.977861,-1.089585
804264,73797203,2015-12-13,-4.265609,-1.112664
1465259,73243954,2015-11-30,-1.716079,-1.059441
2051209,67057268,2015-08-05,-1.875142,-2.236506
1148553,70296979,2015-09-28,-0.925501,-0.652832
961882,74156585,2015-12-20,-3.579314,-0.994273
260523,64950498,2015-06-16,-3.741214,-0.379086
1995953,73050259,2015-11-26,-3.066317,-1.475125
1171286,70093510,2015-09-25,-3.611759,-1.471669
839840,68620075,2015-09-10,,-0.99947
2445208,65767209,2015-07-09,-2.883649,-1.495266
2065768,63411507,2015-04-28,-2.399686,-0.654084
440601,65371087,2015-06-29,-2.473694,-0.329177
1071617,63620896,2015-05-06,-2.666147,1.433938
934732,60656426,2015-02-02,-3.741564,0.213189
568947,63883659,2015-05-14,-1.660653,0.680815
504343,68606840,2015-09-10,,-1.343478
1206674,61768960,2015-03-08,-2.923227,-0.458646
351288,71402717,2015-10-21,-4.29952,-0.029406
269095,61892456,2015-09-12,-2.35561,-0.542604
2409993,62837197,2015-04-12,-2.003054,-1.512324
1582572,72979835,2015-11-24,-2.027597,-0.347043
1176905,71292994,2015-10-19,-4.082553,-0.225556
1276632,68580652,2015-09-09,-2.975926,-0.714671
2396142,72943795,2015-11-23,-2.893859,-1.102576
1355270,67918815,2015-08-26,-2.918666,-0.714706
678543,67000734,2015-08-04,-2.617565,-0.615309
607516,59958815,2015-01-12,-2.831987,-0.852002
186497,75620957,2016-01-21,-2.078415,0.539733
2061429,61092437,2015-02-12,-4.077226,0.283826
741422,72796212,2015-11-19,-1.535939,-1.465457
1658574,73123024,2015-11-27,-2.136746,-0.868115
2358347,65123391,2015-06-21,-1.511623,-1.01642
234740,72850269,2015-11-21,-3.803116,-0.172887
1307861,67058499,2015-08-05,,-0.053277
1485908,71036826,2015-10-13,-2.349448,-1.907154
2024044,68532300,2015-09-08,-1.442701,-1.879091
984419,60402158,2015-01-25,-4.381061,1.872408
876318,62188134,2015-03-23,-3.219469,0.502977
1090563,66881932,2015-08-01,-1.729056,-0.014673
73440,70653180,2015-10-05,-3.993862,-0.001034
63066,68745275,2015-09-13,-2.341688,-1.983883
1116548,60489051,2015-01-28,-1.9249,-1.249496
317614,62283761,2015-03-25,,-0.028252
1589924,63007772,2015-04-16,-0.769992,-1.199153
1159030,71042387,2015-10-13,-4.749947,-0.420204
2452273,70701262,2015-10-06,-2.483046,1.342764
950467,74504400,2015-12-27,-4.652807,-0.534334
1007985,68559794,2015-09-09,-2.127239,-1.499243
2283943,60107367,2015-01-16,-2.749955,-1.371412
1150143,63791096,2015-05-11,-2.525586,-0.753367
1502933,68464833,2015-09-07,-2.28043,-1.077896
2074850,62187923,2015-03-23,-2.884715,0.222866
689250,63281169,2015-04-24,,-0.295751
1215004,74192066,2015-12-21,-1.754856,-1.75041
2400272,67239577,2015-08-10,-1.389698,-1.355321
842412,63485794,2015-04-30,-2.332288,0.071755
1448227,71139613,2015-10-15,-2.795005,-0.231514
1954093,66654355,2015-07-27,,-0.710357
63944,63870933,2015-05-31,,-1.456539
618413,69932291,2015-09-23,-2.821753,-0.453628
1955312,71213145,2015-10-17,-0.39076,-1.151048
160730,76509624,2016-02-09,,-0.743765
2488616,64018898,2015-05-19,,-1.757848
361742,71176282,2015-10-16,-2.35191,-1.664039
1714711,61858328,2015-03-11,-1.516036,-1.919027
863946,62602226,2015-04-04,-2.568365,-1.469438
1657710,73285449,2015-12-01,-3.226704,0.673057
943074,71177527,2015-10-16,-3.437915,-0.287239
9773,60409468,2015-01-25,-3.220586,-0.600324
2305460,70509083,2015-10-02,-3.156555,-0.07209
593957,64556596,2015-06-05,-2.918829,-0.532308
1256554,59780840,2015-01-07,-2.290908,-0.272577
1985911,63839495,2015-05-13,,0.117929
1506509,65361702,2015-06-28,-2.48611,-1.114151
1257770,68563265,2015-09-09,-2.804863,-1.151143
292821,62306888,2015-03-26,,-1.664164
538427,62873675,2015-04-13,-3.033047,-0.566444
1148937,76159490,2016-02-01,-0.755792,-0.67425
1279448,70460312,2015-10-01,-3.053572,-0.137101
1991371,63379791,2015-04-27,,-0.699901
8165,62558655,2015-04-03,-2.900359,-1.700154
181197,74134178,2015-12-20,-2.457379,-0.778922
634845,72069192,2015-11-04,-2.542729,-1.200778
786643,60276034,2015-01-21,-2.386476,-0.241911
1624878,63335050,2015-04-26,-2.839376,-1.669354
1509168,66039881,2015-07-14,-2.834192,-1.178314
957612,72554632,2015-11-14,-4.008512,-0.915568
556031,79666267,2016-04-15,,-1.364356
941513,67347924,2015-08-12,-2.623599,-0.247257
891728,67755808,2015-08-22,-3.443858,0.086619
2374305,68446943,2015-09-06,-1.751472,-0.67524
2441400,71443712,2015-10-22,-1.16791,-0.891318
1781638,73228922,2015-11-30,-3.870725,-0.112799
2161990,59931364,2015-01-12,-1.563056,-1.120293
988570,61997911,2015-03-16,-3.513788,0.713498
2582691,64120926,2015-05-22,-2.302701,-1.253743
1327924,60065271,2015-01-15,-2.134203,-2.032635
2437869,71400249,2015-10-21,-2.903795,-1.119833
750711,70781747,2015-10-08,-2.853362,-0.641626
866408,63177698,2015-04-21,,-0.770376
982855,73773792,2015-12-13,-2.703761,-1.194742
1684492,71251686,2015-10-18,-2.433463,-0.607442
1004266,60402214,2015-01-25,-3.223863,-1.42503
734323,73321872,2015-12-02,-3.539946,-0.523951
1953491,63927720,2015-05-16,-1.852229,-1.307092
1852632,71024231,2015-10-13,-3.224157,-0.371116
267622,73769352,2015-12-13,-2.793549,-0.042777
1132600,72662377,2015-11-16,-2.688527,-0.952547
504251,63870036,2015-05-14,-1.636231,-1.745885
510784,66812290,2015-07-30,-2.177808,-1.004236
1125908,64065615,2015-05-20,-2.990936,-0.704941
1966270,64956830,2015-06-16,-1.169991,-2.147064
1353479,71260660,2015-10-18,-2.98122,0.971461
1190122,62515659,2015-04-01,-3.64641,1.89461
862054,73900665,2015-12-15,-0.406014,-0.846842
2417721,64323910,2015-05-28,-1.914749,0.236672
1554403,70976383,2015-10-12,-2.161563,-1.565006
1241544,64678030,2015-06-09,-4.065393,-0.621945
1239834,63089082,2015-04-18,-3.39733,-1.036252
1273932,61273410,2015-02-18,-2.386539,-0.312736
1113474,64010082,2015-05-18,-3.652138,0.045497
1166527,65962882,2015-07-13,-2.598586,-0.319259
1611290,70200889,2015-09-27,-1.984416,-0.318977
1614804,73162287,2015-11-28,-2.647591,-1.344404
1006592,72394291,2015-11-11,-4.441534,1.545286
2576897,76033525,2016-01-29,-3.912923,-1.101176
1072317,73364890,2015-12-03,-3.408906,-0.976626
2154195,73448797,2015-12-05,-1.3998,-0.770376
1767250,72337131,2015-11-10,-3.114038,-0.904598
473178,71001790,2015-10-12,-2.556068,0.122514
1983296,61718928,2015-03-06,,-1.617765
946863,66348534,2015-07-20,-2.690472,-1.028667
2475672,72179468,2015-11-07,,-0.378058
250929,71860944,2015-10-30,-3.508958,-0.287239
733939,62500787,2015-04-01,,-1.085629
1230365,66642553,2015-07-27,-3.641678,1.713631
2156517,60488138,2015-01-28,-2.177309,-0.988589
297259,65752141,2015-07-08,-2.638767,-0.670052
601371,67159733,2015-08-08,-2.513492,-1.032255
1763429,71172688,2015-10-16,,-1.240209
344591,64541203,2015-06-04,,0.136218
1379188,69820404,2015-09-21,-2.084786,-1.399871
428663,64996777,2015-06-17,-3.397379,-1.300443
1140931,65621658,2015-07-05,-3.194106,-0.692297
1976930,60489072,2015-01-28,-2.127371,-1.328339
667146,61911618,2015-03-13,-2.45426,-1.369408
1026117,64171207,2015-05-24,-2.760279,-0.347857
1318795,73716122,2015-12-11,-1.199921,-1.736177
2353304,72833772,2015-11-20,-2.691734,-0.82951
571839,63597986,2015-05-05,-1.374376,-1.442972
703384,64088640,2015-05-21,-2.214618,-1.290317
1838360,66816290,2015-07-30,-2.161063,-0.43383
334370,65072683,2015-06-19,-3.417558,-0.740838
1204750,63097128,2015-04-19,-3.872733,-1.03141
1306794,75499222,2016-01-19,-2.91852,-1.16452
2601246,72914446,2015-11-23,,0.084307
1027932,62162574,2015-03-22,-3.192535,1.59651
2045041,68062817,2015-08-29,-0.888511,-0.370656
694393,59901907,2015-01-11,-1.313641,-0.487127
1731546,62726768,2015-04-08,-2.569314,-1.258269
535873,75022503,2016-01-09,-1.345077,-1.550851
843419,70131395,2015-09-26,-1.300833,-0.488567
485958,68807211,2015-09-14,-2.141386,-0.251233
1009018,73653686,2015-12-10,-2.574007,0.006085
1709204,74135111,2015-12-20,-1.912781,-0.432524
1002707,62977154,2015-04-15,-3.005125,0.359273
1090671,73787705,2015-12-13,-4.158839,-1.305846
2190427,67478933,2015-08-16,-1.440041,-1.851052
96554,68657141,2015-09-11,,-0.640708
2552121,65118296,2015-06-21,-2.302931,-0.120003
1673484,71539530,2015-10-24,-2.126197,-1.100284
1309124,65717162,2015-07-08,-2.54525,-1.341109
2531464,63604931,2015-05-05,,-1.248528
2424313,68710827,2015-09-12,-3.809814,-0.728746
1359273,63873178,2015-05-14,-2.573188,-1.199948
2441154,66661343,2015-07-27,-1.783435,0.359537
732476,72553055,2015-11-14,-3.600114,-0.491315
50082,72494622,2015-11-13,,-0.770376
23213,73163257,2015-11-28,-2.631497,-0.943442
1292592,64009972,2015-05-18,-2.479954,-0.509878
880194,64419570,2015-06-01,-2.557626,-1.058492
168412,67500664,2015-08-17,-2.235902,-1.132483
1228780,61571366,2015-03-01,-3.13275,-0.053633
1780511,78049298,2016-03-12,,-0.754957
872561,68612840,2015-09-10,-1.172045,-2.206852
1519833,62784759,2015-04-10,-1.896396,-1.878324
1025452,62418255,2015-03-30,-1.159062,-0.770376
1871814,63281426,2015-04-24,,-0.200416
2099676,62356952,2015-03-28,,-0.929825
753064,78259809,2016-03-16,-1.433278,-1.450339
95998,64987082,2015-06-17,-2.852402,-0.442052
1463112,61912164,2015-03-13,-3.039356,-1.096508
2243819,66037815,2015-07-14,-2.212753,-0.275874
2400998,64570324,2015-06-05,-2.369431,-0.262071
215829,72865293,2015-07-08,,
815726,65007077,2015-06-17,-2.763253,-1.252087
1018311,64723074,2015-06-10,-3.253328,-0.24526
754518,62742258,2015-04-08,-1.011086,-1.690869
1913266,67056925,2015-08-05,-2.492944,-0.845824
2000016,67140644,2015-08-07,,-1.241513
2265114,68041445,2015-08-29,-3.104042,-0.904631
1095643,64526237,2015-06-04,-1.637778,-0.244627
88842,74210159,2015-12-21,,-0.032552
1326831,73166344,2015-11-28,-2.207804,-0.667666
1075731,70756124,2015-10-07,,0.222937
1464744,67836255,2015-08-24,-2.042481,-0.221581
2451378,64228805,2015-05-26,-3.216804,-0.998619
347386,73329328,2015-12-02,-1.665326,-1.623677
930260,61690619,2015-03-05,-4.30111,1.552067
4793,66257436,2015-07-19,-3.626813,-1.015146
2155497,72492902,2015-11-13,-2.767923,-0.113039
743270,67151202,2015-08-07,-1.990534,-1.732563
