uid,retro_date,financial_application_rk,partition,tcs_model_income
2283604,2015-06-08,64642604,train,10000.0
2283668,2015-08-18,67563571,test,23208.204828
2283678,2015-12-24,74345924,train,24111.611252
2283738,2015-09-13,68745066,train,44909.307857216
2283777,2015-12-19,74089674,test,27161.06457
2283815,2015-10-07,70754460,test,17825.408323754
2283837,2015-02-10,60937224,train,23914.433626525
2283856,2015-01-17,60146979,train,90458.261198565
2283930,2015-05-06,63628622,train,61095.849357574
2283943,2015-01-16,60107367,train,28693.503518
2284006,2015-09-22,69873270,train,25444.560721257
2284073,2015-02-17,61239626,train,72941.30575
2284142,2015-06-05,64560844,test,52880.835577852
2284266,2015-12-25,74403932,train,20932.482545972
2284281,2015-05-06,63631163,train,33247.131482
2284331,2015-11-28,73158756,test,25019.802722
2284374,2015-01-29,60524787,train,27839.348348
2284443,2015-07-06,65638634,train,29845.596896
2284502,2015-08-26,67936189,train,25502.023112
2284526,2015-09-12,68682762,train,26915.956584
2284601,2015-06-14,64886605,train,78546.83300678
2284630,2016-01-10,75068028,out_of_time,39556.170888
2284666,2015-08-28,68028538,test,30404.376124481
2284721,2015-11-16,72653556,train,24487.556405729
2284800,2015-05-17,63961945,train,29285.67259
2284806,2016-01-22,75665522,out_of_time,26917.840886208
2284861,2016-03-27,78796773,out_of_time,31752.289892
2284862,2016-03-07,77820775,out_of_time,42791.771797626
2284885,2015-11-16,72633925,train,15338.618506
2284890,2015-10-17,71226842,train,45224.864026
2284917,2015-09-30,70400768,train,13580.097828
2284930,2015-06-25,65263628,train,26453.725839761
2284933,2015-10-15,71138928,train,108826.230828
2284992,2015-04-22,63213976,train,30667.003348
2285004,2015-07-08,65721569,train,39990.419103097
2285151,2015-01-14,60044513,train,31607.776228
2285166,2015-10-10,70878810,train,60428.531429449
2285284,2015-10-18,71266414,test,13340.241804
2285345,2016-01-27,75879226,out_of_time,35246.704828
2285375,2015-09-26,70123998,train,36209.537828
2285470,2015-11-30,73226576,train,22789.676516666
2285535,2015-11-03,72018240,train,45655.768342762
2285552,2016-02-16,76879467,out_of_time,45861.59512236
2285578,2015-12-29,74656579,train,12888.320828
2285693,2015-09-19,69130662,test,28119.444605471
2285777,2015-11-13,72497601,train,10468.39396
2285779,2015-11-26,73046019,train,46892.246591999
2285782,2015-05-30,64359278,train,46406.699628
2285891,2015-08-05,67056966,train,16297.382854
2285912,2015-11-22,72897809,test,19552.949096
2285964,2015-10-29,71764101,train,21080.596804787
2285965,2015-04-13,62900192,train,25255.914142
2286007,2015-02-13,61131507,test,23529.627210214
2286050,2015-07-21,66393661,train,13160.468878193
2286090,2015-10-04,70579389,train,13286.819987687
2286098,2015-07-20,66361325,train,19184.357326
2286230,2015-08-05,67065771,test,34498.908035804
2286267,2015-10-05,70632875,train,12150.1254
2286278,2015-08-03,66972194,test,16309.074502
2286444,2015-12-01,73266249,train,38928.326466154
2286520,2015-05-17,63953898,train,51243.748716
2286564,2015-10-06,70688626,train,30124.85514
2286598,2015-07-03,65541894,test,19420.241828
2286653,2015-08-16,67479430,train,10770.264828
2286805,2015-10-31,71888116,train,23157.876334
2286894,2015-07-30,66820438,train,22832.721967702
2286908,2015-08-02,66929052,train,59322.423311871
2286971,2016-03-22,78559406,out_of_time,26923.448028
2286975,2015-10-16,71177776,train,22775.077460761
2287085,2015-10-27,71664783,train,45003.690394179
2287157,2015-01-14,60025863,test,17535.057901329
2287199,2016-04-17,79733677,out_of_time,25201.292604
2287236,2015-12-07,73515391,train,24583.69514
2287376,2015-02-23,61404661,train,58903.62134
2287435,2016-02-02,76210309,out_of_time,54558.533360937
2287438,2015-08-03,66967196,test,53481.280958
2287444,2015-09-03,68297675,train,44335.667668
2287455,2015-06-18,65032452,test,13944.876828
2287457,2016-02-15,76817048,out_of_time,34822.570705999
2287597,2015-09-20,69162915,train,10000.0
2287602,2015-08-09,67194129,train,25666.661628959
2287652,2015-12-01,73283165,test,17522.728603176
2287669,2015-03-04,61656859,train,46327.545028
2287683,2015-11-14,72541587,train,12473.788056
2287761,2015-01-19,60217247,train,43619.804434
2287772,2015-05-04,63560139,test,102248.795627303
2287785,2015-04-16,63000160,train,15448.333117351
2287796,2015-06-09,64676134,test,48397.86709281
2287875,2015-11-17,72686000,train,58250.451786794
2287885,2015-05-10,63744648,train,55601.304464137
2287975,2015-08-29,68040809,test,33140.496648
2288051,2015-08-23,67795443,train,13486.267078
2288147,2015-09-17,69033919,train,18121.598943781
2288318,2015-08-25,67885525,train,31042.703348
2288384,2015-04-05,62616076,train,37232.724748502
2288537,2015-02-19,61311135,test,43070.811734
2288558,2015-08-27,67984348,train,51197.422793408
2288604,2016-03-20,78460398,out_of_time,11939.838646961
2288629,2015-04-14,62919060,train,24205.245882
2288641,2015-12-02,73312508,train,28364.485026555
2288690,2015-09-23,69941200,train,25869.60823
2288708,2015-09-08,68519122,train,12683.566393815
2288764,2015-06-10,64706669,train,28718.791302
2288909,2016-03-03,77666222,out_of_time,33035.325410158
2288926,2015-08-16,67465842,train,16233.066745097
2288968,2015-11-30,73236579,train,51596.634782
2288993,2015-09-07,68467086,test,19968.067828
2289049,2015-07-29,66740196,train,39526.209874
2289105,2016-01-29,76029235,out_of_time,12505.093418958
2289135,2015-07-26,66632191,test,24244.0377
2289199,2015-12-14,73842692,train,19721.928828
2289401,2015-01-07,59777707,train,23886.915706
2289527,2015-11-05,72089650,train,10272.91514
2289536,2015-10-27,71645691,test,21818.184164
2289578,2015-08-11,67293878,train,31924.758348
2289594,2015-12-13,73775605,train,86559.578894
2289610,2015-11-06,72146778,train,13436.925685348
2289648,2015-10-13,71039452,train,37567.14278
2289658,2015-11-22,72898306,test,74017.127548
2289666,2015-10-06,70685778,train,20986.946348
2289713,2015-05-31,64385840,test,22384.359028
2289885,2015-06-10,64708891,train,19536.193029413
2289924,2015-01-11,59892558,train,19705.108348
2289963,2015-08-13,67371373,train,26172.190665038
2289986,2015-04-02,62548945,train,52450.961828
2290018,2015-09-29,70345936,train,48915.725348
2290062,2015-02-17,61240323,test,43628.450355543
2290069,2016-01-25,75808937,out_of_time,80613.474649745
2290100,2015-07-16,66160909,train,23747.943422
2290112,2015-03-17,62034815,train,35740.381148
2290137,2015-10-08,70782723,train,49948.647125348
2290218,2015-10-11,70927851,train,20078.728072
2290275,2015-01-16,60118618,test,44804.153462
2290483,2015-08-11,67282027,test,62333.546914684
2290500,2015-10-03,70564984,train,42016.337504
2290522,2016-01-18,75453134,out_of_time,35301.660196
2290745,2015-10-02,70514891,train,18529.603591064
2290840,2015-01-07,59781025,train,27428.898828
2290877,2015-09-13,68736973,train,28002.043816
2290962,2015-08-12,67316185,test,17913.539828
2290993,2015-11-07,72191657,train,24240.009034
2291001,2015-06-13,64853784,train,33403.477828
2291039,2015-03-12,61878823,train,125364.373290406
2291057,2015-10-05,70647103,test,41048.744958887
2291073,2015-09-11,68664575,train,15015.325674
2291242,2015-08-07,67138443,train,39203.450799664
2291248,2015-12-21,74204507,train,25241.330716
2291310,2015-08-03,66951860,test,35507.319658127
2291343,2015-06-29,65369916,train,13475.905828
2291366,2015-04-14,62918680,train,26685.673018267
2291415,2015-05-19,64017862,train,26363.594884057
2291549,2015-11-25,73004633,train,89344.286010188
2291553,2015-09-20,69177410,test,23478.28514
2291564,2016-02-01,76138366,out_of_time,34410.188348
2291617,2015-09-10,68617152,train,25616.289324402
2291718,2015-04-07,62684491,train,116758.520623767
2291726,2015-02-25,61486410,train,11290.267466
2291833,2015-03-12,61895122,train,14042.780844843
2291882,2015-07-28,66715052,train,33783.325729326
2291910,2015-02-12,61104585,train,32081.913229421
2291953,2015-11-06,72139655,train,22714.390362
2292052,2015-08-31,68139573,train,46820.997276
2292160,2015-07-30,66819599,train,31294.077397832
2292202,2015-09-30,70402598,train,18816.842184
2292233,2015-09-13,68749169,train,30927.736547296
2292262,2015-10-16,71182772,train,12635.168678
2292293,2015-03-24,62230578,train,18999.058831081
2292446,2015-05-10,63740076,train,18603.896907211
2292471,2016-02-20,77074103,out_of_time,14995.866714696
2292584,2015-05-11,63780135,train,26545.519828
2292763,2015-09-02,68243924,train,13273.232828
2292895,2015-10-06,70701317,train,30159.194526
2292945,2015-04-29,63442824,train,24359.68309865
2293085,2015-05-27,64262483,train,29258.43954966
2293090,2015-07-14,66039397,train,52020.576007758
2293110,2015-03-31,62455775,train,67970.33109338
2293196,2015-09-29,70352556,test,46287.410747162
2293210,2015-03-01,61583653,train,35594.534828
2293232,2015-06-30,65427229,train,85979.964700476
2293276,2015-09-07,68472726,train,48699.954348
2293327,2016-02-07,76422949,out_of_time,15251.808629601
2293397,2015-11-28,73168809,test,18949.442828
2293465,2015-11-11,72402323,train,92842.329169746
2293508,2016-01-25,75796977,out_of_time,51156.931725596
2293573,2016-02-09,76511971,out_of_time,32199.333659069
2293617,2015-06-12,64805584,test,48432.86905422
2293657,2015-05-16,63927716,train,33625.715001703
2293668,2015-01-15,60062172,train,10000.0
2293717,2015-07-13,66009011,train,15203.03259827
2293720,2015-08-14,67406746,train,47335.028999666
2293737,2015-09-08,68510035,train,10158.274748205
2293855,2015-09-16,68962374,train,40093.725348
2293869,2015-08-08,67176858,train,40862.393026
2293880,2016-02-03,76270398,out_of_time,89374.484296148
2294031,2015-05-27,64269543,test,33004.297574
2294090,2015-05-03,63536033,train,55594.232522627
2294103,2015-01-14,60028202,train,28924.260649841
2294156,2016-02-16,76886726,out_of_time,27910.418828
2294172,2015-07-21,66401893,test,23187.343828
2294179,2015-01-07,59786500,train,19796.12478
2294247,2015-09-04,68339801,train,13458.347079654
2294337,2015-03-24,62228829,test,19629.031255455
2294596,2015-09-18,69106522,train,29822.926428
2294648,2015-10-06,70681717,train,40927.54391
2294675,2015-07-06,65639070,train,15476.80058
2294683,2015-02-17,61244274,train,13478.952162
2294806,2015-11-18,72752890,train,10000.0
2294842,2015-08-20,67638625,train,48318.938161962
2294854,2015-06-14,64896339,train,22697.479984754
2294870,2015-04-16,63001641,train,19084.054540307
2294910,2015-02-12,61077332,train,11888.781035542
2294933,2015-10-26,71619107,train,26916.712176
2294988,2015-08-11,67288069,test,18295.033424
2295118,2015-11-08,72227876,train,43851.182706736
2295220,2015-08-03,66975901,train,34422.610237119
2295268,2015-08-03,66971655,train,48104.990370612
2295273,2015-10-17,71235041,train,37960.127828
2295348,2015-03-01,61575897,train,32518.290972
2295384,2016-02-03,76254889,out_of_time,14590.099494666
2295403,2015-12-22,74262767,train,65027.343828
2295440,2016-02-13,76720948,out_of_time,32768.725313714
2295463,2016-02-11,76640344,out_of_time,24317.723074527
2295576,2015-05-24,64174834,train,13390.380819254
2295634,2015-10-04,70604099,train,24690.104188477
2295646,2015-07-31,66852008,train,29888.983599171
2295702,2016-03-13,78082791,out_of_time,18585.596189472
2295704,2015-10-31,71890721,test,10000.0
2295778,2015-11-04,72065727,train,16408.522427881
2295787,2015-12-08,73577853,train,48618.214614
2295826,2015-12-15,73899303,train,22557.082828
2295848,2015-03-24,62224708,train,28328.087676
2295950,2016-01-26,75845248,out_of_time,36130.448516
2296035,2015-11-25,73028150,train,40188.201217388
2296068,2015-09-02,68238519,train,40392.897828
2296173,2015-12-02,73332188,test,74909.608841023
2296217,2015-07-16,66141913,test,19712.998002
2296220,2015-01-22,60307456,train,33922.355418341
2296265,2015-06-10,64723200,train,35236.44846
2296282,2015-10-26,71605167,train,28472.199977474
2296357,2015-04-24,63279838,train,27058.433348
2296419,2016-02-04,76309016,out_of_time,14902.80674
2296453,2015-08-16,67478347,train,16655.821211268
2296508,2015-07-09,65763895,test,26739.236401446
2296699,2015-07-12,65896305,train,31679.860348
2296723,2015-08-03,66955271,train,21788.772899122
2296789,2015-09-19,69148614,train,69478.103428
2296846,2015-11-26,73045719,train,30321.812009059
2297005,2015-08-02,66923488,train,55401.374270062
2297267,2015-10-14,71072389,train,24220.48514
2297310,2015-10-30,71844358,test,25153.867828
2297349,2015-07-05,65595557,train,55384.35054
2297407,2015-11-01,71908630,test,17947.742598
2297414,2015-07-02,65522304,train,26313.863012
2297430,2015-08-18,67553821,train,69522.577895834
2297435,2015-08-20,67640676,train,63513.47713411
2297453,2016-01-14,75268088,out_of_time,16758.077828
2297481,2015-05-06,63639287,train,18080.028016
2297527,2015-02-21,61369424,test,20421.815055623
2297732,2015-12-02,73320355,train,42122.70269363
2297825,2015-11-08,72254523,train,41896.281028
2297840,2015-03-04,61683309,train,73563.160028
2298080,2015-10-26,71623180,train,50648.549206
2298169,2016-01-10,75085300,out_of_time,10000.0
2298183,2015-04-21,63186859,train,24218.597348
2298302,2015-10-01,70465890,train,14488.92953
2298311,2015-08-10,67240701,train,50550.707345751
2298312,2015-12-16,73924778,train,40265.30186
2298594,2015-12-17,74002008,train,23967.099348
2298596,2015-07-28,66703820,train,36200.952578
2298598,2015-07-14,66053676,train,41068.913224
2298726,2015-03-29,62401950,test,55255.000786
2298749,2015-07-14,66051014,train,16995.731322
2298799,2015-02-22,61389328,train,84463.228645757
2298866,2015-11-20,72830232,train,11812.415007051
2298872,2015-07-18,66227490,train,19525.592828
2298930,2015-07-29,66788998,train,40396.937565822
2298949,2015-01-17,60152051,test,40616.293828
2299073,2015-09-15,68861093,test,19890.468828
2299163,2015-05-25,64196985,train,25037.053081086
2299191,2015-07-22,66448305,train,53650.669990063
2299204,2015-11-09,72285325,train,140515.742827999
2299223,2015-07-23,66517306,train,26658.057828
2299236,2015-10-12,70989292,train,10000.0
2299291,2015-04-06,62640422,train,15418.573642
2299329,2015-08-31,68142742,test,45665.372828
2299394,2015-08-13,67361536,train,26282.649222
2299461,2015-09-21,69833885,train,31860.53514
2299471,2015-11-08,72230582,train,33483.409416
2299502,2015-09-14,68805136,train,24653.875152
2299510,2015-01-07,59787648,train,59681.841175939
2299567,2015-06-24,65230984,train,24082.579636996
2299686,2015-08-14,67395550,train,29600.971348
2299721,2015-06-10,64722232,train,31752.389146
2299727,2015-10-11,70945025,train,34546.995003894
2299740,2015-10-06,70706087,train,41522.730048296
2299793,2015-06-04,64523687,train,64554.505286912
2299835,2015-03-01,61568915,train,46296.666287554
2299862,2016-03-16,78260765,out_of_time,16176.591799223
2299863,2015-10-02,70515015,test,39972.01826
2299884,2015-06-24,65227780,train,36505.53014
2299887,2015-10-21,71389042,train,10000.0
2300057,2015-06-14,64871926,train,37271.552398689
2300149,2016-01-28,75955459,out_of_time,47599.683573528
2300211,2015-08-18,67547247,train,33222.435308111
2300314,2015-09-29,70344859,train,41375.549470078
2300321,2015-11-12,72472633,train,44105.724576003
2300451,2015-11-11,72403829,train,17927.279822
2300480,2015-06-16,64952109,train,10000.0
2300488,2015-05-24,64176452,train,34652.65291
2300553,2016-01-18,75465848,out_of_time,15448.48514
2300562,2015-04-01,62509884,test,14208.797925563
2300577,2015-08-06,67088726,test,10000.0
2300829,2015-09-05,68370320,test,39001.196842
2300880,2015-07-18,66223079,train,30985.922828
2301026,2015-06-05,64568460,train,25795.494577486
2301047,2015-11-30,73226104,train,27909.221652
2301102,2015-11-30,73240049,test,32347.732766932
2301121,2015-07-12,65891930,train,86551.217826
2301247,2015-09-28,70244666,train,36141.919448208
2301266,2015-06-30,65447154,train,28328.328998
2301296,2015-01-25,60389728,train,17211.19014
2301315,2015-07-10,65828752,test,33814.88214
2301342,2016-02-01,76155617,out_of_time,35183.297369569
2301380,2015-11-18,72740134,train,18972.01833
2301409,2015-03-02,61596671,train,31411.106228
2301454,2015-09-06,68406815,train,29889.834588
2301497,2015-11-19,72787208,train,33849.26617678
2301560,2015-04-28,63407174,train,10000.0
2301587,2016-03-01,77557786,out_of_time,53125.608336
2301691,2015-05-15,63900628,train,18166.22832
2301824,2015-08-12,67336976,test,10273.160784
2301825,2015-10-30,71844334,train,13443.519828
2301878,2016-01-27,75908897,out_of_time,28407.66004978
2301951,2015-08-07,67129758,train,24595.032536
2301953,2015-10-22,71440716,train,10000.0
2302031,2015-08-13,67358568,train,56771.410539559
2302050,2015-05-29,64351256,train,15133.101344
2302134,2015-09-30,70398912,train,46167.241898
2302172,2015-07-02,65526157,train,29148.270012
2302175,2015-02-20,61329734,test,20287.324774
2302223,2015-05-26,64239773,train,23719.167348
2302232,2015-03-29,62408999,train,45663.442136
2302241,2015-06-30,65438516,train,31273.665139999
2302369,2015-04-07,62685474,test,43080.889444
2302400,2015-03-04,61663729,train,22630.205798276
2302429,2015-01-15,60067619,train,33118.290306
2302495,2015-10-13,71030443,test,36649.426733749
2302595,2015-03-18,62066104,train,23757.403828
2302613,2015-11-10,72348485,train,26505.570424
2302798,2015-10-17,71220191,train,12026.929228909
2303015,2015-09-11,68654395,train,33051.441977151
2303041,2016-01-02,74783038,out_of_time,34842.366114
2303087,2015-08-03,66975002,train,21411.772844632
2303116,2015-10-27,71646402,test,30936.112503467
2303159,2015-09-26,70150214,train,33738.849046
2303258,2015-06-04,64530312,train,33145.235828
2303306,2015-11-02,71977966,test,21009.584312
2303311,2015-07-27,66671529,train,45834.578315813
2303371,2015-10-03,70565918,train,20712.669704394
2303379,2015-05-12,63799073,train,22683.689828
2303421,2015-07-07,65682091,test,24986.915954893
2303454,2015-09-18,69114847,test,18962.138508443
2303491,2015-12-01,73284313,test,63189.05364
2303585,2015-10-27,71666726,train,17408.027716666
2303644,2015-11-07,72194378,train,18552.294870655
2303694,2015-06-15,64916449,train,34169.639904633
2303714,2015-12-23,74290939,train,21478.841544
2303842,2015-04-13,62873505,train,18576.539828
2304032,2015-09-28,70314617,train,27302.944198529
2304145,2015-04-21,63180489,test,24272.772348
2304214,2015-07-03,65540455,test,16149.545268
2304286,2015-12-06,73474771,train,18322.284915969
2304337,2015-04-03,62556605,test,33084.953178138
2304386,2015-05-16,63926174,train,11323.804416
2304410,2015-05-21,64094537,train,18994.845564
2304414,2015-03-18,62062612,train,30816.707630804
2304496,2015-02-17,61256142,train,46631.083028
2304499,2015-04-01,62493513,test,12427.840828
2304599,2015-01-16,60122421,test,31191.80694175
2304612,2015-07-03,65541252,train,11329.322006
2304644,2015-08-03,66972848,train,28601.670627244
2304781,2015-09-27,70204037,train,41400.588348
2304844,2015-07-27,66650910,test,20807.784785704
2304963,2015-09-09,68553316,train,10000.0
2305122,2015-10-04,70602693,test,26793.501828
2305145,2015-09-16,68978628,train,24333.503348
2305213,2015-02-09,60882233,train,53194.99444
2305215,2015-12-15,73872216,train,43018.578278132
2305300,2015-03-26,62297226,train,53983.983804374
2305315,2015-04-07,62698555,train,17758.366047678
2305323,2015-04-19,63102382,test,26857.774510904
2305405,2015-12-20,74151513,train,31478.99216542
2305427,2015-09-02,68244438,train,21012.696382
2305445,2015-12-27,74494065,train,27203.729720249
2305460,2015-10-02,70509083,train,22317.50514
2305476,2016-02-03,76248475,out_of_time,32881.04514
2305545,2015-09-05,68373461,train,18523.167164
2305572,2015-03-27,62330123,train,42562.358251748
2305604,2015-03-14,61933446,train,39926.722094
2305610,2015-10-16,71178612,train,21743.874284
2305623,2015-04-26,63344435,train,13435.45479338
2305696,2015-11-29,73180856,train,65713.082364964
2305728,2015-04-27,63379433,train,16713.601224
2305834,2015-08-13,67368566,train,21153.38627
2305860,2015-04-26,63347984,train,29311.800574924
2305879,2015-04-14,62930550,test,44198.781075875
2305919,2015-04-30,63470924,train,42080.543404702
2305928,2015-08-26,67918685,train,14585.137321333
2306022,2016-03-05,77764067,out_of_time,24867.747696314
2306029,2015-07-01,65476506,train,20418.350175149
2306109,2015-10-24,71524970,train,29109.299856
2306187,2015-04-23,63252868,train,23807.877552
2306252,2015-05-10,63738510,train,16166.653848831
2306294,2015-01-03,59674605,train,36613.318545703
2306314,2015-06-01,64418924,train,46240.199828
2306448,2016-01-18,75454971,out_of_time,36386.753116
2306466,2015-09-20,69162086,train,34646.682085053
2306506,2015-03-16,61988291,train,35959.898896552
2306575,2015-06-17,64986642,train,27612.474772072
2306597,2015-07-21,66397923,test,29683.586504
2306637,2015-06-05,64560318,train,17997.678176
2306638,2015-09-14,68821922,test,25776.803628
2306687,2015-10-04,70591950,train,34783.219366502
2306813,2015-09-06,68400855,train,63252.098527999
2306845,2015-11-11,72411055,test,45703.785551192
2306859,2015-12-19,74081865,train,13701.599747811
2306964,2016-01-17,75433229,out_of_time,24745.628608594
2306982,2015-09-27,70200667,train,19063.564828
2306991,2015-04-15,62980813,train,40438.94364
2307018,2015-09-16,68976353,train,12764.339828
2307057,2015-08-23,67785214,train,13322.941828
2307140,2015-07-16,66134795,test,29573.310545999
2307148,2015-04-05,62614510,train,24671.470348
2307294,2015-11-09,72308654,train,22025.36499
2307364,2015-04-24,63287885,train,33059.652187398
2307401,2015-11-09,72297266,test,10280.586265772
2307402,2016-01-03,74806594,out_of_time,24059.908504
2307487,2015-11-18,72749667,test,14083.296162763
2307598,2015-10-26,71620811,train,36144.382995589
2307680,2015-12-11,73714584,train,22888.857828
2307688,2015-04-19,63111504,train,22905.837938769
2307725,2015-09-25,70069674,test,25783.255434542
2307791,2016-02-08,76465674,out_of_time,20017.357506
2307810,2015-09-04,68342096,train,28936.063348
2307857,2015-07-18,66242139,test,60057.909216925
2307873,2016-01-29,76029711,out_of_time,17807.63775
2307949,2015-04-05,62623782,train,39034.45618946
2308032,2015-09-18,69120097,train,50253.086428
2308035,2016-02-14,76783474,out_of_time,36558.51831082
2308077,2015-12-21,74183181,train,16882.343828
2308169,2015-03-11,61874010,train,25225.771116
2308276,2015-07-21,66401126,test,22065.499595932
2308292,2015-09-21,69800539,train,10000.0
2308313,2015-10-12,70993876,train,97477.167325443
2308336,2015-11-02,71973418,train,12920.736158
2308338,2015-12-07,73513452,train,26169.893694645
2308405,2015-10-14,71084817,test,31180.015376
2308624,2015-12-06,73485993,test,45032.381742966
2308650,2015-11-25,73016415,train,14899.554828
2308664,2015-05-24,64165733,train,33022.992749118
2308693,2015-08-29,68055734,train,28455.220828
2308927,2015-03-24,62232238,test,16579.174842
2308952,2015-10-02,70504932,train,29469.188348
2309042,2015-04-03,62551693,train,22166.79359879
2309156,2015-05-14,63873952,train,28265.338098
2309175,2015-04-30,63470983,train,10225.68969
2309181,2015-10-20,71338898,test,71533.744754693
2309196,2015-12-12,73756512,train,17250.00968815
2309206,2015-11-26,73091588,train,37309.758414
2309248,2016-02-07,76424374,out_of_time,47356.430653297
2309265,2016-02-19,77038240,out_of_time,23585.99793
2309369,2015-04-20,63131550,train,37191.980722
2309427,2015-07-19,66301508,test,15783.982152109
2309596,2015-01-09,59830002,train,24731.582348
2309629,2015-10-04,70586194,test,49223.325828
2309678,2015-12-12,73747915,train,12637.597819655
2309693,2015-06-03,64486084,train,14756.265828
2309776,2015-08-27,67980521,train,61457.860718793
2309799,2015-08-08,67164350,train,21260.402369026
2309860,2015-02-25,61466850,train,50294.968713949
2310180,2015-03-22,62167661,test,51226.584722263
2310244,2015-07-30,66823627,train,14043.088740567
2310303,2015-11-12,72465101,train,15152.015385735
2310310,2015-01-12,59930351,train,39208.92725199
2310312,2016-03-26,78759178,out_of_time,23283.574452
2310314,2015-10-22,71433417,test,34350.624428
2310335,2015-08-02,66931022,train,23241.830281871
2310553,2015-08-13,67369808,test,24914.803108
2310594,2015-07-19,66311379,test,22269.271928
2310639,2016-01-12,75174695,out_of_time,18686.48967033
2310689,2015-05-04,63565435,train,66981.745645709
2310697,2015-12-15,73880707,train,13802.188351397
2310719,2015-09-29,70348662,train,10000.0
2310744,2015-09-03,68281097,train,37628.919058425
2311018,2015-04-22,63226755,train,30406.069915215
2311184,2015-12-23,74292559,train,18637.818828
2311185,2015-08-10,67241794,train,59726.229810065
2311231,2016-03-27,78812123,out_of_time,82550.266751454
2311253,2015-09-21,69807431,test,24779.366512397
2311256,2015-08-24,67829671,train,26350.334119473
2311277,2015-09-26,70144068,train,27604.311717369
2311346,2015-09-29,70348171,train,25974.663348
2311403,2015-11-24,72971418,train,30201.212426559
2311415,2015-01-15,60070029,test,10000.0
2311475,2016-01-30,76058550,out_of_time,17977.977622
2311497,2015-09-29,70363519,train,21556.368066118
2311654,2015-11-08,72222048,train,29021.277885441
2311677,2015-11-15,72586571,train,12868.300492
2311706,2015-09-16,68950978,train,20098.085828
2311795,2015-06-14,64898385,train,32364.04361098
2311797,2016-02-20,77073914,out_of_time,21536.3253
2311961,2015-02-11,61011876,train,25283.260174
2312047,2015-09-04,68347144,train,20897.222792
2312049,2015-04-09,62770091,train,30651.899161795
2312141,2015-12-19,74098518,train,36300.66182381
2312189,2016-03-01,77561168,out_of_time,18884.12454
2312247,2015-10-15,71137982,train,45435.443777663
2312406,2015-05-31,64380842,test,10074.192622
2312422,2015-06-16,64956839,train,19269.515552
2312540,2015-11-06,72146617,train,10000.0
2312634,2015-11-04,72063257,test,24367.816643601
2312876,2015-07-14,66041480,train,17464.843342312
2312915,2015-04-01,62515904,test,14924.801230343
2312987,2015-07-30,66813244,test,29073.325524
2313045,2015-08-12,67317545,train,10000.0
2313156,2015-03-29,62400276,test,35214.140005726
2313201,2015-09-21,69807141,train,18190.558379499
2313232,2015-12-18,74032305,train,31976.663348
2313329,2015-08-06,67099673,train,34103.591824
2313333,2015-08-04,66998386,train,12740.887602751
2313428,2016-03-23,78624386,out_of_time,27309.926586
2313533,2015-05-27,64278856,train,13230.461828
2313595,2015-06-15,64918793,train,23029.471516311
2313627,2015-11-06,72155102,test,18757.452828
2313653,2015-07-26,66624727,train,42280.615311542
2313787,2015-10-27,71653193,train,26191.25106
2313793,2015-09-09,68556697,train,22403.710096
2313875,2015-04-14,62918902,train,18218.863618
2313921,2016-03-28,78852692,out_of_time,114871.880292888
2314044,2015-02-08,60848964,train,27928.367028
2314060,2015-09-30,70402306,train,31589.624902522
2314369,2016-02-26,77348494,out_of_time,37714.605614
2314442,2015-05-13,63851380,train,13248.141828
2314485,2015-12-05,73441125,test,27731.330134172
2314518,2015-10-11,70932906,train,34089.938628
2314549,2015-02-23,61407893,train,66980.271995205
2314575,2015-06-30,65427219,train,53192.663348
2314653,2015-09-27,70193146,train,24526.30694
2314662,2015-09-27,70186693,test,89095.671316133
2314711,2015-09-05,68372826,train,15186.438018
2314768,2015-04-11,62824042,train,29368.188348
2314857,2015-04-29,63457668,train,40706.494828
2314884,2015-09-25,70097983,train,18499.90199
2314912,2015-08-06,67094986,test,18853.120387701
2314991,2015-09-07,68466498,train,31223.192063258
2315055,2015-07-27,66669203,train,22742.319003456
2315101,2015-07-12,65903002,train,113001.304808281
2315184,2015-09-28,70287408,train,35568.555695135
2315264,2015-01-25,60386214,train,46058.700494538
2315368,2015-11-25,73013574,train,25137.268243622
2315478,2015-03-26,62307195,train,57152.557289999
2315509,2015-08-20,67648830,train,46803.56521388
2315513,2015-06-24,65223778,train,56732.091828
2315560,2015-03-25,62280568,train,23483.095348
2315599,2015-10-18,71272461,test,25224.922178
2315665,2015-11-27,73119844,train,15159.15014
2315718,2015-09-14,68801473,train,39641.244440545
2315734,2016-02-08,76483303,out_of_time,41238.772754
2315776,2015-06-18,65029556,train,38392.362222088
2315810,2015-09-24,70007296,train,42966.844236266
2315962,2015-05-17,63962267,train,10000.0
2315983,2016-03-17,78307139,out_of_time,74641.601828
2316049,2015-12-07,73514614,train,23599.463897027
2316053,2015-04-08,62709202,test,53171.186965731
2316133,2015-10-19,71310791,train,33974.740991472
2316139,2015-10-07,70747661,train,22096.997242
2316146,2015-07-01,65481953,train,53152.67415
2316161,2015-12-10,73666184,train,10000.0
2316256,2015-09-06,68443206,test,15532.2539251
2316281,2015-10-27,71643841,train,23623.631138
2316338,2015-09-18,69100605,train,89646.764954232
2316377,2015-11-24,72965429,train,32120.445276
2316410,2015-07-29,66731950,train,24963.816515378
2316518,2015-03-05,61703508,train,63427.96364
2316546,2015-07-04,65578072,train,69112.42701
2316576,2015-01-02,59652808,test,25673.548828
